Binnenmarktes	I-19_1926	I-19_19	I-15_15	I-15_1599
endlich	I-19_1926	I-19_19	I-15_15	I-15_1599
voll	I-19_1926	I-19_19	I-15_15	I-15_1599
zu	I-19_1926	I-19_19	I-15_15	I-15_1599
heben	I-19_1926	I-19_19	I-15_15	I-15_1599
.	O

Aus	O
meiner	O
Sicht	O
war	O
das	O
Streichen	O
des	O
Wettbewerbs	O
aus	O
dem	O
Zielkatalog	O
ein	O
schlechtes	O
Signal	O
.	O

Wichtig	O
ist	O
,	O
dass	O
wir	O
uns	O
jetzt	O
auf	O
das	O
konzentrieren	O
,	O
was	O
gemacht	O
werden	O
muss	O
.	O

Im	O
Dienstleistungssektor	O
gibt	O
es	O
ein	O
riesiges	O
Potenzial	O
.	O

Wir	O
hatten	O
eine	O
verheerende	O
Debatte	O
über	O
die	O
Dienstleistungsrichtlinie	O
.	O

Wenn	O
man	O
das	O
in	O
der	O
Rückschau	O
betrachtet	O
,	O
sieht	O
man	O
:	O
Da	O
wurde	O
nationalistisch	O
,	O
ängstlich	O
und	O
protektionistisch	O
argumentiert	O
.	O

Da	O
wurde	O
gegeneinander	O
argumentiert	O
.	O

Die	O
Debatte	O
über	O
die	O
Dienstleistungsrichtlinie	O
war	O
aus	O
meiner	O
Sicht	O
ein	O
großer	O
Fehler	O
und	O
ein	O
verheerendes	O
Signal	O
für	O
das	O
europäische	O
Zusammenwachsen	O
.	O

Eine	O
ganze	O
Reihe	O
anderer	O
Sektoren	O
,	O
in	O
denen	O
wir	O
arbeiten	O
müssen	O
-	O
Strommarkt	O
,	O
Gasmarkt	O
und	O
Finanzsektor	O
-	O
,	O
bedarf	O
einer	O
Öffnung	O
für	O
das	O
weite	O
Publikum	O
,	O
für	O
die	O
Verbraucher	O
.	O

Ich	O
glaube	O
,	O
es	B-22_22	B-22_2260
ist	I-22_2260	I-22_22
wichtig	I-22_2260	I-22_22
,	I-22_2260	I-22_22
dass	I-22_2260	I-22_22
wir	I-22_2260	I-22_22
aus	I-22_2260	I-22_22
dem	I-22_2260	I-22_22
Arbeitsprogramm	I-22_2260	I-22_22
der	I-22_2260	I-22_22
Kommission	I-22_2260	I-22_22
vor	I-22_2260	I-22_22
allem	I-22_2260	I-22_22
die	I-22_2260	I-22_22
Elemente	I-22_2260	I-22_22
,	I-22_2260	I-22_22
die	I-22_2260	I-22_22
den	I-22_2260	I-22_22
Bürgern	I-22_2260	I-22_22
nützen	I-22_2260	I-22_22
,	I-22_2260	I-22_22
unterstreichen	I-22_2260	I-22_22
und	I-22_2260	I-22_22
dass	I-22_2260	I-22_22
wir	I-22_2260	I-22_22
sie	I-22_2260	I-22_22
in	I-22_2260	I-22_22
unserer	I-22_2260	I-22_22
Kommunikation	I-22_2260	I-22_22
mit	I-22_2260	I-22_22
unseren	I-22_2260	I-22_22
Bürgern	I-22_2260	I-22_22
nach	I-22_2260	I-22_22
vorne	I-22_2260	I-22_22
stellen	I-22_2260	I-22_22
.	O

Es	O
bleibt	O
dabei	O
:	O
Der	O
Deutsche	O
Bundestag	O
wird	O
diese	O
Dinge	O
viel	O
stärker	O
begleiten	O
müssen	O
,	O
als	O
wir	O
es	O
,	O
wie	O
man	O
in	O
der	O
Rückschau	O
sehen	O
kann	O
,	O
getan	O
haben	O
.	O

Lieber	O
Michael	O
Roth	O
,	O
leider	O
ist	O
es	O
nicht	O
so	O
,	O
dass	O
sich	O
Fachpolitiker	O
ausreichend	O
mit	O
dem	O
Arbeitsprogramm	O
beschäftigt	O
haben	O
.	O

Ich	O
wünsche	O
mir	O
,	O
dass	O
das	O
in	O
Zukunft	O
noch	O
mehr	O
geschieht	O
.	O

Daran	O
werden	O
wir	O
alle	O
gemeinsam	O
arbeiten	O
müssen	O
.	O

Vielen	O
Dank	O
.	O

